"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Total employees, all occupations","Females","55 years and over","Current dollars","75","units","0","v1063665274","7.3.2.1.3.4","1056.50","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Total employees, all occupations","Females","55 years and over","Current dollars","75","units","0","v1063665274","7.3.2.1.3.4","1038.15","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Total employees, all occupations","Females","55 years and over","Current dollars","75","units","0","v1063665274","7.3.2.1.3.4","1064.90","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Total employees, all occupations","Females","55 years and over","Current dollars","75","units","0","v1063665274","7.3.2.1.3.4","1100.28","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Total employees, all occupations","Females","55 years and over","Current dollars","75","units","0","v1063665274","7.3.2.1.3.4","1154.73","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Total employees, all occupations","Females","55 years and over","Current dollars","75","units","0","v1063665274","7.3.2.1.3.4","1187.72","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","903.99","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","843.64","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","922.96","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1008.75","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1020.26","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1076.15","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1102.85","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1168.14","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1262.59","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1379.99","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1266.79","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1349.59","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1343.01","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1384.67","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1573.15","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1502.61","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1570.35","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1525.71","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1662.52","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1783.07","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1742.09","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1736.42","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1993.95","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1944.97","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Management occupations [0]","Females","55 years and over","Current dollars","75","units","0","v1063665286","7.3.2.2.3.4","1978.56","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1148.60","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1549.40","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1765.10","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1386.83","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1964.63","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1876.25","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1748.37","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","2421.60","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","","x","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1464.91","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1882.30","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","2092.10","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","2241.20","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","2205.96","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1799.78","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","1871.17","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","2584.12","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Senior management occupations [00]","Females","55 years and over","Current dollars","75","units","0","v1063665298","7.3.2.3.3.4","2205.80","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","990.50","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","884.31","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","991.60","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1136.93","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1111.58","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1097.22","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1235.84","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1367.24","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1303.01","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1425.15","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1310.93","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1413.07","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1461.10","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1495.19","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1574.33","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1613.43","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1773.90","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1622.59","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1742.90","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1950.86","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1792.80","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1794.91","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","2058.77","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","1939.39","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Specialized middle management occupations [01-05]","Females","55 years and over","Current dollars","75","units","0","v1063665310","7.3.2.4.3.4","2093.00","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","590.89","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","753.20","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","634.47","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","815.03","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","663.01","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","658.13","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","666.70","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","885.26","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1030.24","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1115.88","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","919.47","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","730.51","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","718.51","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1208.51","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","942.68","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","988.96","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","845.55","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1092.60","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1083.82","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1124.57","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1399.68","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1820.15","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1914.30","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [06]","Females","55 years and over","Current dollars","75","units","0","v1063665322","7.3.2.5.3.4","1633.40","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","985.39","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","","x","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","1117.19","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","55 years and over","Current dollars","75","units","0","v1063665334","7.3.2.6.3.4","1104.00","","","","2"
